journal,publications,citations,mean_citations,mean_fwci,cum,zone
Indian Journal of Peritoneal dialysis,1,0,0.0,0.0,4419,3
Indus journal of social sciences.,1,0,0.0,0.0,4420,3
Inspire Smart Systems Journal,1,0,0.0,0.0,4421,3
Int. J. of Aquatic Science,1,0,0.0,0.0,4422,3
Integrated Health Research Journal,1,0,0.0,0.0,4423,3
Interdisciplinary Journal of Emerging and Social Sciences,1,0,0.0,0.0,4424,3
International Academic Journal of Business Management,1,0,0.0,0.0,4425,3
International Academic Journal of Science and Engineering,1,0,0.0,0.0,4426,3
International Journal Of All Research Writings,1,0,0.0,0.0,4427,3
International Journal Of Applied Research and Studies,1,0,0.0,0.0,4428,3
International Journal Of History And Political Sciences,1,0,0.0,0.0,4429,3
International Journal for Multidimensional Research Perspectives,1,0,0.0,0.0,4430,3
International Journal of ADVANCED AND APPLIED SCIENCES,1,0,0.0,0.0,4431,3
International Journal of Academic Research,1,0,0.0,0.0,4432,3
International Journal of Academic Research in Accounting Finance and Management Sciences,1,0,0.0,0.0,4433,3
International Journal of Accounting Finance and Social Science Research,1,0,0.0,0.0,4434,3
International Journal of Accounting Management and Economic Review,1,0,0.0,0.0,4435,3
International Journal of Advance Research in Nursing,1,0,0.0,0.0,4436,3
International Journal of Advanced Research in Accounting Economics and Business Perspectives,1,0,0.0,0.0,4437,3
International Journal of Advanced Research in Economics and Finance,1,0,0.0,0.0,4438,3
International Journal of Advances in Medicine,1,0,0.0,0.0,4439,3
International Journal of Agriculture Extension and Social Development,1,0,0.0,0.0,4440,3
International Journal of Allied Medical Sciences and Clinical Research,1,0,0.0,0.0,4441,3
International Journal of Apllied Mathematics,1,0,0.0,0.0,4442,3
International Journal of Asian Economic Light,1,0,0.0,0.0,4443,3
International Journal of Business Law and Political Science,1,0,0.0,0.0,4444,3
International Journal of Business and Economic Development,1,0,0.0,0.0,4445,3
International Journal of Business and Management (IJBM),1,0,0.0,0.0,4446,3
International Journal of Business and Society,1,0,0.0,0.0,4447,3
International Journal of Clinical Pharmacy,1,0,0.0,0.0,4448,3
International Journal of Clinical and Medical Education Research,1,0,0.0,0.0,4449,3
International Journal of Contemporary Medicine,1,0,0.0,0.0,4450,3
International Journal of Dental Hygiene,1,0,0.0,0.0,4451,3
International Journal of Economics,1,0,0.0,0.0,4452,3
International Journal of Economics Finance & Management Science,1,0,0.0,0.0,4453,3
International Journal of Environmental Sciences,1,0,0.0,0.0,4454,3
International Journal of Finance and Accounting,1,0,0.0,0.0,4455,3
International Journal of Foreign Trade and International Business,1,0,0.0,0.0,4456,3
International Journal of Health Care and Biological Sciences,1,0,0.0,0.0,4457,3
International Journal of Health Sciences (IJHS),1,0,0.0,0.0,4458,3
International Journal of Health System and Disaster Management,1,0,0.0,0.0,4459,3
International Journal of Health Systems and Policy,1,0,0.0,0.0,4460,3
International Journal of Humanities and Social Sciences,1,0,0.0,0.0,4461,3
"International Journal of Humanities, Literature and Art Research",1,0,0.0,0.0,4462,3
International Journal of Industrial Marketing,1,0,0.0,0.0,4463,3
International Journal of Law Politics and Governance,1,0,0.0,0.0,4464,3
International Journal of Linguistics Applied Psychology and Technology (IJLAPT),1,0,0.0,0.0,4465,3
International Journal of Management Studies and Social Science Research,1,0,0.0,0.0,4466,3
International Journal of Management and Organizational Research,1,0,0.0,0.0,4467,3
International Journal of Medical Informatics,1,0,0.0,0.0,4468,3
International Journal of Medicine & Health Research (IJMHR) (ISSN 2395-3586),1,0,0.0,0.0,4469,3
International Journal of Multidisciplinary Research and Growth Evaluation,1,0,0.0,0.0,4470,3
International Journal of Orthopaedics Sciences,1,0,0.0,0.0,4471,3
International Journal of P2P Network Trends and Technology,1,0,0.0,0.0,4472,3
International Journal of Pharmaceutical Sciences Review and Research,1,0,0.0,0.0,4473,3
International Journal of Physical and Social Sciences,1,0,0.0,0.0,4474,3
International Journal of Probability and Statistics,1,0,0.0,0.0,4475,3
International Journal of Progressive Sciences and Technologies,1,0,0.0,0.0,4476,3
International Journal of Public Administration and Management Research,1,0,0.0,0.0,4477,3
International Journal of Public and Private Perspectives on Healthcare Culture and the Environment,1,0,0.0,0.0,4478,3
International Journal of Quantitative and Qualitative Research Methods,1,0,0.0,0.0,4479,3
International Journal of Religion,1,0,0.0,0.0,4480,3
International Journal of Research & Technology,1,0,0.0,0.0,4481,3
International Journal of Research In Commerce and Management Studies,1,0,0.0,0.0,4482,3
International Journal of Research in Management,1,0,0.0,0.0,4483,3
International Journal of Rural Management,1,0,0.0,0.0,4484,3
International Journal of Science Architecture Technology and Environment,1,0,0.0,0.0,4485,3
International Journal of Science and Management Studies (IJSMS),1,0,0.0,0.0,4486,3
International Journal of Sciences: Basic and Applied Research,1,0,0.0,0.0,4487,3
International Journal of Scientific Research,1,0,0.0,0.0,4488,3
International Journal of Social Science Research (IJSSR),1,0,0.0,0.0,4489,3
International Journal of Social Science Research and Review,1,0,0.0,0.0,4490,3
International Journal of Social Science and Economic Research,1,0,0.0,0.0,4491,3
International Journal of Social Science and Economics Invention,1,0,0.0,0.0,4492,3
International Journal of Statistics and Applied Mathematics,1,0,0.0,0.0,4493,3
International Journal of Sustainable Applied Sciences,1,0,0.0,0.0,4494,3
International Journal of Technology,1,0,0.0,0.0,4495,3
International Journal of Trend in Scientific Research and Development,1,0,0.0,0.0,4496,3
International Journal of Trends and Innovations in Business & Social Sciences,1,0,0.0,0.0,4497,3
International Journal of Women s Health and Wellness,1,0,0.0,0.0,4498,3
International Journal on Recent and Innovation Trends in Computing and Communication,1,0,0.0,0.0,4499,3
International Journal on Science and Technology,1,0,0.0,0.0,4500,3
International Research Journal on Advanced Engineering and Management (IRJAEM),1,0,0.0,0.0,4501,3
International Research in Medical and Health Science,1,0,0.0,0.0,4502,3
International journal of business & economic development.,1,0,0.0,0.0,4503,3
International journal of business management and economic review,1,0,0.0,0.0,4504,3
International journal of collaborative research on internal medicine & public health,1,0,0.0,0.0,4505,3
International journal of economic development,1,0,0.0,0.0,4506,3
International journal of economics and business management,1,0,0.0,0.0,4507,3
International journal of innovation and applied studies,1,0,0.0,0.0,4508,3
International journal of research in medical and clinical science.,1,0,0.0,0.0,4509,3
JCO Global Oncology,1,0,0.0,0.0,4510,3
JCR Journal of Clinical Rheumatology,1,0,0.0,0.0,4511,3
JIMS8M The Journal of Indian Management & Strategy,1,0,0.0,0.0,4512,3
JOURNAL OF ADVANCE AND FUTURE RESEARCH,1,0,0.0,0.0,4513,3
JOURNAL OF BUSINESS AND AFRICAN ECONOMY,1,0,0.0,0.0,4514,3
JOURNAL OF PUBLIC ADMINISTRATION AND SOCIAL WELFARE RESEARCH,1,0,0.0,0.0,4515,3
JOURNAL of QASSIM UNIVERSITY FOR SCIENCE,1,0,0.0,0.0,4516,3
JUNCO | Journal of UNiversities and international development COoperation,1,0,0.0,0.0,4517,3
JURNAL PENDIDIKAN ILMU SOSIAL,1,0,0.0,0.0,4518,3
JURNAL REFORMA,1,0,0.0,0.0,4519,3
Jindal Journal of Public Policy,1,0,0.0,0.0,4520,3
Journal Of The Postgraduate  Institute of Medicine,1,0,0.0,0.0,4521,3
Journal for Research in Applied Sciences and Biotechnology,1,0,0.0,0.0,4522,3
"Journal of Actuarial, Finance, and Risk Management.",1,0,0.0,0.0,4523,3
Journal of Acute Care,1,0,0.0,0.0,4524,3
Journal of Advances in Developmental Research,1,0,0.0,0.0,4525,3
Journal of African Sustainable Development,1,0,0.0,0.0,4526,3
Journal of Arid Zone Economy,1,0,0.0,0.0,4527,3
Journal of Asian Development Studies,1,0,0.0,0.0,4528,3
Journal of Ayub Medical College Abbottabad,1,0,0.0,0.0,4529,3
Journal of Ayurveda and Integrative Medicine,1,0,0.0,0.0,4530,3
Journal of Banking & Financial Services,1,0,0.0,0.0,4531,3
Journal of Behavioral Economics and Policy,1,0,0.0,0.0,4532,3
Journal of Biology Agriculture and Healthcare,1,0,0.0,0.0,4533,3
Journal of Biomedical Engineering and Medical Imaging,1,0,0.0,0.0,4534,3
Journal of Business Analytics and Data Visualization,1,0,0.0,0.0,4535,3
Journal of Business and Economics,1,0,0.0,0.0,4536,3
Journal of Business and Enterprise Development (JOBED),1,0,0.0,0.0,4537,3
Journal of Chitwan Medical College,1,0,0.0,0.0,4538,3
Journal of Clinical Oncology,1,0,0.0,0.0,4539,3
Journal of Clinical Research and Case Studies,1,0,0.0,0.0,4540,3
Journal of Clinical and Nursing Research,1,0,0.0,0.0,4541,3
Journal of Complementary and Alternative Medical Research,1,0,0.0,0.0,4542,3
Journal of Contemporary African Legal Studies,1,0,0.0,0.0,4543,3
Journal of Dhaka International University,1,0,0.0,0.0,4544,3
Journal of Ecohumanism,1,0,0.0,0.0,4545,3
Journal of Economics Innovative Management and Entrepreneurship,1,0,0.0,0.0,4546,3
Journal of Education Management and Leadership (JEML),1,0,0.0,0.0,4547,3
Journal of Environmental Science,1,0,0.0,0.0,4548,3
Journal of Family Medicine and Health Care,1,0,0.0,0.0,4549,3
Journal of Finance and Accounting,1,0,0.0,0.0,4550,3
Journal of Frontiers in Multidisciplinary Research,1,0,0.0,0.0,4551,3
Journal of GMC Nagpur,1,0,0.0,0.0,4552,3
Journal of General Practice,1,0,0.0,0.0,4553,3
Journal of Geographical Studies,1,0,0.0,0.0,4554,3
Journal of Governance and Public Policy,1,0,0.0,0.0,4555,3
Journal of Health Development,1,0,0.0,0.0,4556,3
Journal of Health Informatics,1,0,0.0,0.0,4557,3
Journal of Health Policy & Outcomes Research,1,0,0.0,0.0,4558,3
Journal of Health Policy and Management,1,0,0.0,0.0,4559,3
Journal of Health Science and Pharmacy,1,0,0.0,0.0,4560,3
Journal of Health Wellness and Community Research,1,0,0.0,0.0,4561,3
Journal of Indian Society of Pedodontics and Preventive Dentistry,1,0,0.0,0.0,4562,3
Journal of Infection and Chemotherapy,1,0,0.0,0.0,4563,3
Journal of Infrastructure Policy and Development,1,0,0.0,0.0,4564,3
Journal of Insurance Medicine,1,0,0.0,0.0,4565,3
Journal of Interdisciplinary Human Studies,1,0,0.0,0.0,4566,3
Journal of Interpersonal Violence,1,0,0.0,0.0,4567,3
Journal of Inventive and Scientific Research Studies,1,0,0.0,0.0,4568,3
Journal of Investigative Dermatology,1,0,0.0,0.0,4569,3
Journal of Legal Studies & Research,1,0,0.0,0.0,4570,3
Journal of Lifestyle and SDGs Review,1,0,0.0,0.0,4571,3
Journal of Management & Social Sciences,1,0,0.0,0.0,4572,3
Journal of Management Science and Career Development,1,0,0.0,0.0,4573,3
Journal of Management and Development Studies,1,0,0.0,0.0,4574,3
Journal of Management and Technology.,1,0,0.0,0.0,4575,3
Journal of Medical Science Biology and Chemistry,1,0,0.0,0.0,4576,3
Journal of Medical and Health Studies,1,0,0.0,0.0,4577,3
Journal of Medicine and Life Sciences,1,0,0.0,0.0,4578,3
Journal of Medicine in AFrica,1,0,0.0,0.0,4579,3
Journal of Mid-life Health,1,0,0.0,0.0,4580,3
Journal of Neonatal Surgery,1,0,0.0,0.0,4581,3
Journal of Neuro Psychiatry Reports,1,0,0.0,0.0,4582,3
Journal of Nursing & Healthcare,1,0,0.0,0.0,4583,3
Journal of Nursing Care & Reports,1,0,0.0,0.0,4584,3
Journal of Nursing Scholarship,1,0,0.0,0.0,4585,3
Journal of Pharmaceutical Health Care and Sciences,1,0,0.0,0.0,4586,3
Journal of Pharmacy And Bioallied Sciences,1,0,0.0,0.0,4587,3
Journal of Physical Activity and Health,1,0,0.0,0.0,4588,3
Journal of Pioneering Medical Science,1,0,0.0,0.0,4589,3
Journal of Policy and Development Studies,1,0,0.0,0.0,4590,3
Journal of Policy and Development Studies (JPDS),1,0,0.0,0.0,4591,3
Journal of Policy and Leadership,1,0,0.0,0.0,4592,3
Journal of Policy and Planning,1,0,0.0,0.0,4593,3
Journal of Population and Development,1,0,0.0,0.0,4594,3
Journal of Primary Care Specialties,1,0,0.0,0.0,4595,3
Journal of Propulsion Technology,1,0,0.0,0.0,4596,3
Journal of Psychiatry Spectrum,1,0,0.0,0.0,4597,3
Journal of Psychiatry and Psychiatric Disorders,1,0,0.0,0.0,4598,3
Journal of Public Health Aspects,1,0,0.0,0.0,4599,3
Journal of Public Health Research and Community Health Development,1,0,0.0,0.0,4600,3
Journal of Public Policy,1,0,0.0,0.0,4601,3
Journal of Rare Cardiovascular Diseases,1,0,0.0,0.0,4602,3
Journal of Research in National Development,1,0,0.0,0.0,4603,3
Journal of Social Behavioral and Health Sciences,1,0,0.0,0.0,4604,3
Journal of Social Science Studies,1,0,0.0,0.0,4605,3
Journal of Social Science and Humanities,1,0,0.0,0.0,4606,3
Journal of Social Sciences (COES&RJ-JSS),1,0,0.0,0.0,4607,3
Journal of Social Sciences Research & Policy,1,0,0.0,0.0,4608,3
Journal of Survey in Fisheries Sciences,1,0,0.0,0.0,4609,3
Journal of Women and Child Health,1,0,0.0,0.0,4610,3
Journal of Women s Health Care,1,0,0.0,0.0,4611,3
Journal of humanities and social sciences,1,0,0.0,0.0,4612,3
"Journal of investment, banking and finance.",1,0,0.0,0.0,4613,3
Journal of nursing and health sciences Nepal.,1,0,0.0,0.0,4614,3
Journal of the American College of Cardiology,1,0,0.0,0.0,4615,3
Journal of the Epidemiology Foundation of India,1,0,0.0,0.0,4616,3
Journal of the International Council for Small Business,1,0,0.0,0.0,4617,3
Journal of the Nigerian Optometric Association,1,0,0.0,0.0,4618,3
Juntendō Igaku/Juntendo igaku,1,0,0.0,0.0,4619,3
Jurnal Jaminan Kesehatan Nasional,1,0,0.0,0.0,4620,3
KIU Journal of Humanities,1,0,0.0,0.0,4621,3
L Egypte Contemporaine,1,0,0.0,0.0,4622,3
Lafia Journal of Economics and Management Sciences,1,0,0.0,0.0,4623,3
Leadership in health services,1,0,0.0,0.0,4624,3
Lebanese Journal of Mental Health,1,0,0.0,0.0,4625,3
Mağallaẗ  Al-'Ulūm Al-Tiğariyyaẗ wa Al-Bī'iyyaẗ,1,0,0.0,0.0,4626,3
Malawi Medical Journal,1,0,0.0,0.0,4627,3
Management Science,1,0,0.0,0.0,4628,3
Manas Üniversitesi Sosyal Bilimler Dergisi,1,0,0.0,0.0,4629,3
Margin The Journal of Applied Economic Research,1,0,0.0,0.0,4630,3
Maǧallaẗ Mustaqbal Al-ʿulūm Al-Iğtimāʿiyyaẗ,1,0,0.0,0.0,4631,3
McGill Journal of Global Health,1,0,0.0,0.0,4632,3
Medical Research Archives,1,0,0.0,0.0,4633,3
Medical and Health Science Journal,1,0,0.0,0.0,4634,3
Middle European Scientific Bulletin,1,0,0.0,0.0,4635,3
Minia Scientific Nursing Journal,1,0,0.0,0.0,4636,3
Minnesota Journal of Business Law and Entrepreneurship,1,0,0.0,0.0,4637,3
Mondes en développement,1,0,0.0,0.0,4638,3
Morgan Journal of Interdisciplinary Research Studies,1,0,0.0,0.0,4639,3
NIU journal of social sciences.,1,0,0.0,0.0,4640,3
NOLEGEIN Journal of Leadership & Strategic Management,1,0,0.0,0.0,4641,3
NUST Journal of Social Sciences and Humannities,1,0,0.0,0.0,4642,3
National Journal of Research in Community Medicine,1,0,0.0,0.0,4643,3
National Tax Journal,1,0,0.0,0.0,4644,3
Nepal Journal of Health Sciences,1,0,0.0,0.0,4645,3
Nepalese Journal of Statistics,1,0,0.0,0.0,4646,3
Neuro-Oncology Advances,1,0,0.0,0.0,4647,3
New Zealand Medical Student Journal,1,0,0.0,0.0,4648,3
Nigerian Hospital Practice,1,0,0.0,0.0,4649,3
Nigerian journal of economic and social studies,1,0,0.0,0.0,4650,3
Obshchestvo i ekonomika,1,0,0.0,0.0,4651,3
Oncology Times,1,0,0.0,0.0,4652,3
Open Access Research Journal of Science and Technology,1,0,0.0,0.0,4653,3
Open Forum Infectious Diseases,1,0,0.0,0.0,4654,3
Open Journal for Research in Economics,1,0,0.0,0.0,4655,3
Orapuh Journal,1,0,0.0,0.0,4656,3
PEDIATRICS,1,0,0.0,0.0,4657,3
Paediatric Nephrology Journal of Bangladesh,1,0,0.0,0.0,4658,3
Pakistan Journal of Humanities and Social Sciences,1,0,0.0,0.0,4659,3
Pakistan Journal of Life and Social Sciences (PJLSS),1,0,0.0,0.0,4660,3
Pathways to African Feminism and Development Journal of the African Women Studies Centre,1,0,0.0,0.0,4661,3
Pharmaceutical Sciences Asia,1,0,0.0,0.0,4662,3
Pharmacoeconomics theory and practice,1,0,0.0,0.0,4663,3
Plastic & Reconstructive Surgery Global Open,1,0,0.0,0.0,4664,3
Post-Communist Economies,1,0,0.0,0.0,4665,3
Preventive Medicine Research & Reviews,1,0,0.0,0.0,4666,3
Public Health - Open Journal,1,0,0.0,0.0,4667,3
Qlantic Journal of Social Sciences and Humanities,1,0,0.0,0.0,4668,3
Quing International Journal of Commerce and Management,1,0,0.0,0.0,4669,3
RESEARCH HUB International Multidisciplinary Research Journal,1,0,0.0,0.0,4670,3
RESEARCH REVIEW International Journal of Multidisciplinary,1,0,0.0,0.0,4671,3
RGUHS National Journal of Public Health,1,0,0.0,0.0,4672,3
Radiotherapy and Oncology,1,0,0.0,0.0,4673,3
Rangahau Aranga AUT Graduate Review,1,0,0.0,0.0,4674,3
Reproductive Health,1,0,0.0,0.0,4675,3
Research Journal of Health Sciences,1,0,0.0,0.0,4676,3
Research Nepal Journal of Development Studies,1,0,0.0,0.0,4677,3
Research in Economics and Management,1,0,0.0,0.0,4678,3
Research in Social and Administrative Pharmacy,1,0,0.0,0.0,4679,3
Review of Development Economics,1,0,0.0,0.0,4680,3
Revue Malienne de Science et de Technologie,1,0,0.0,0.0,4681,3
Revue d économie du développement,1,0,0.0,0.0,4682,3
Revue de droit comparé du travail et de la sécurité sociale,1,0,0.0,0.0,4683,3
Revue française des affaires sociales,1,0,0.0,0.0,4684,3
Revue internationale des études du développement,1,0,0.0,0.0,4685,3
SAMVAD,1,0,0.0,0.0,4686,3
SKYLINE BUSINESS JOURNAL,1,0,0.0,0.0,4687,3
SSN Journal of Management & Technology Research Communications,1,0,0.0,0.0,4688,3
Science Discovery Public Health,1,0,0.0,0.0,4689,3
Science Mundi,1,0,0.0,0.0,4690,3
Science Technology and Society,1,0,0.0,0.0,4691,3
Science and Culture,1,0,0.0,0.0,4692,3
Scientific Research Journal of Medicine,1,0,0.0,0.0,4693,3
Scopus,1,0,0.0,0.0,4694,3
Shiksha Shastra Saurabh,1,0,0.0,0.0,4695,3
Sierra Leone journal of medicine.,1,0,0.0,0.0,4696,3
Social Innovations Journal,1,0,0.0,0.0,4697,3
Social medicine,1,0,0.0,0.0,4698,3
Social science review archives.,1,0,0.0,0.0,4699,3
Social science spectrum,1,0,0.0,0.0,4700,3
Society,1,0,0.0,0.0,4701,3
Sokoto Journal of Geographical Studies,1,0,0.0,0.0,4702,3
Somali Health Action Journal,1,0,0.0,0.0,4703,3
South African Journal of Economics,1,0,0.0,0.0,4704,3
South India Journal of Social Sciences,1,0,0.0,0.0,4705,3
South Sudan Medical Journal,1,0,0.0,0.0,4706,3
Space science journal.,1,0,0.0,0.0,4707,3
Special journal of the Medical Academy and other Life Sciences,1,0,0.0,0.0,4708,3
Statistical Methods & Applications,1,0,0.0,0.0,4709,3
Studies in Business and Economics,1,0,0.0,0.0,4710,3
Studies in Family Planning,1,0,0.0,0.0,4711,3
Sustainable Social Development,1,0,0.0,0.0,4712,3
Sustainable Water Resources Management,1,0,0.0,0.0,4713,3
Systems,1,0,0.0,0.0,4714,3
TAJ Journal of Teachers Association,1,0,0.0,0.0,4715,3
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,1,0,0.0,0.0,4716,3
THE SCIENTIFIC TEMPER,1,0,0.0,0.0,4717,3
Tanzania Journal of Development Studies,1,0,0.0,0.0,4718,3
Technium Social Sciences Journal,1,0,0.0,0.0,4719,3
Texila Advanced Journal of Multidisciplinary Health Research,1,0,0.0,0.0,4720,3
Texila international journal of medicine,1,0,0.0,0.0,4721,3
"The 20th IEA World Congress of Epidemiology (17-21 August 2014, Anchorage, AK)",1,0,0.0,0.0,4722,3
The 35th Annual Meeting of the Society for Medical Decision Making,1,0,0.0,0.0,4723,3
The American Journal of Political Science Law and Criminology,1,0,0.0,0.0,4724,3
The American Journal of Social Science and Education Innovations,1,0,0.0,0.0,4725,3
The CIS Healthcare,1,0,0.0,0.0,4726,3
The Internet Journal of Public Health,1,0,0.0,0.0,4727,3
The Internet Journal of World Health and Societal Politics,1,0,0.0,0.0,4728,3
The Journal of Economic Research & Business Administration,1,0,0.0,0.0,4729,3
The Journal of Healthcare Ethics & Administration,1,0,0.0,0.0,4730,3
The Journal of Medical Research,1,0,0.0,0.0,4731,3
The Malaysian Journal of Nursing,1,0,0.0,0.0,4732,3
The New Doctor,1,0,0.0,0.0,4733,3
The Nigerian Journal of Sociology and Anthropology,1,0,0.0,0.0,4734,3
The Quarterly Review of Economics and Finance,1,0,0.0,0.0,4735,3
The Social ION,1,0,0.0,0.0,4736,3
Theoretical & Applied Science,1,0,0.0,0.0,4737,3
Theoretical and Practical Research in Economic Fields,1,0,0.0,0.0,4738,3
Therapeutic Advances in Drug Safety,1,0,0.0,0.0,4739,3
Tishreen University Journal- Economic and Legal Sciences Series,1,0,0.0,0.0,4740,3
Tobacco Induced Diseases,1,0,0.0,0.0,4741,3
Tropical Journal of Health Sciences,1,0,0.0,0.0,4742,3
Tropical Journal of Obstetrics and Gynaecology,1,0,0.0,0.0,4743,3
Turkish Online Journal of Qualitative Inquiry,1,0,0.0,0.0,4744,3
UMYUK JOURNAL OF ECONOMICS AND DEVELOPMENT,1,0,0.0,0.0,4745,3
"Uganda Health Bulletin (Kampala, Uganda: 1995)",1,0,0.0,0.0,4746,3
Uirtus,1,0,0.0,0.0,4747,3
VIDYA - A JOURNAL OF GUJARAT UNIVERSITY,1,0,0.0,0.0,4748,3
VNU Journal of Science Medical and Pharmaceutical Sciences,1,0,0.0,0.0,4749,3
Veredas do Direito Direito Ambiental e Desenvolvimento Sustentável,1,0,0.0,0.0,4750,3
Verejná správa a spoločnosť,1,0,0.0,0.0,4751,3
WSEAS Transactions on Information Science and Applications archive,1,0,0.0,0.0,4752,3
We Ken- International Journal of Basic and Applied Sciences,1,0,0.0,0.0,4753,3
Women Health Care and Issues,1,0,0.0,0.0,4754,3
"World Academy of Science, Engineering and Technology, International Journal of Medical and Health Sciences",1,0,0.0,0.0,4755,3
World Bank Other Operational Studies,1,0,0.0,0.0,4756,3
World Journal of Current Medical and Pharmaceutical Research,1,0,0.0,0.0,4757,3
Wukari International Studies Journal,1,0,0.0,0.0,4758,3
"XVIII ISA World Congress of Sociology (July 13-19, 2014)",1,0,0.0,0.0,4759,3
Yemen Journal of Medicine,1,0,0.0,0.0,4760,3
ZENITH International Journal of Multidisciplinary Research,1,0,0.0,0.0,4761,3
Zenith international journal of business economics and management research,1,0,0.0,0.0,4762,3
Zeszyty Naukowe SGGW w Warszawie - Problemy Rolnictwa Światowego,1,0,0.0,0.0,4763,3
ecancermedicalscience,1,0,0.0,0.0,4764,3
mLAC Journal for Arts Commerce and Sciences (m-JACS) ISSN 2584-1920,1,0,0.0,0.0,4765,3
A Bi-annual south Asian journal of research and innovation.,1,0,0.0,0.0,4766,3
Les Cahiers du CEDIMES.,1,0,0.0,0.0,4767,3
The health press,1,0,0.0,0.0,4768,3
Научное обозрение Медицинские науки (Scientific Review Medical Sciences),1,0,0.0,0.0,4769,3
"Политика, экономика и инновации",1,0,0.0,0.0,4770,3
Современные проблемы науки и образования,1,0,0.0,0.0,4771,3
المجلة العلمية للدراسات والبحوث المالية والتجارية,1,0,0.0,0.0,4772,3
مجلة آفاق للعلوم,1,0,0.0,0.0,4773,3
مجلة البحوث القانونية والاقتصادية,1,0,0.0,0.0,4774,3
مجلة جامعة الإسکندرية للعلوم الإدارية,1,0,0.0,0.0,4775,3
ইসলামী আইন ও বিচার | Islami Ain O Bichar,1,0,0.0,0.0,4776,3
