work_id,year,period,theme
W2534758525,2016,2016-2020,Insurance/prepayment
W2534758525,2016,2016-2020,Financial protection/OOP
W2901627033,2016,2016-2020,Revenue/public financing
W2901627033,2016,2016-2020,External financing
W2418112180,2016,2016-2020,Insurance/prepayment
W2418112180,2016,2016-2020,Financial protection/OOP
W2409195149,2016,2016-2020,Insurance/prepayment
W2428402357,2016,2016-2020,Performance-based financing
W2427765979,2016,2016-2020,Performance-based financing
W2462440246,2016,2016-2020,Insurance/prepayment
W2462440246,2016,2016-2020,Financial protection/OOP
W2474120624,2016,2016-2020,Insurance/prepayment
W2514714494,2016,2016-2020,Insurance/prepayment
W2533538495,2016,2016-2020,Insurance/prepayment
W2470755097,2016,2016-2020,Insurance/prepayment
W2529416020,2016,2016-2020,Insurance/prepayment
W2529512341,2016,2016-2020,Insurance/prepayment
W2472846104,2016,2016-2020,Insurance/prepayment
W2472846104,2016,2016-2020,Financial protection/OOP
W2472851771,2016,2016-2020,Insurance/prepayment
W2472851771,2016,2016-2020,Willingness to pay
W2490987350,2016,2016-2020,Performance-based financing
W2499780129,2016,2016-2020,Insurance/prepayment
W2499780129,2016,2016-2020,Financial protection/OOP
W2601780659,2016,2016-2020,Insurance/prepayment
W2477608981,2016,2016-2020,Insurance/prepayment
W2475895157,2016,2016-2020,Insurance/prepayment
W318596442,2016,2016-2020,Insurance/prepayment
W2508115828,2016,2016-2020,Financial protection/OOP
W2588218022,2016,2016-2020,Insurance/prepayment
W2482758816,2016,2016-2020,Insurance/prepayment
W2500072955,2016,2016-2020,Insurance/prepayment
W2495051805,2016,2016-2020,Insurance/prepayment
W2495890517,2016,2016-2020,Insurance/prepayment
W2514530321,2016,2016-2020,Insurance/prepayment
W2508688171,2016,2016-2020,Insurance/prepayment
W2512648470,2016,2016-2020,Performance-based financing
W2512356521,2016,2016-2020,Insurance/prepayment
W2511635158,2016,2016-2020,Financial protection/OOP
W2507907290,2016,2016-2020,Insurance/prepayment
W2507907290,2016,2016-2020,Purchasing/provider payment
W2510826209,2016,2016-2020,Revenue/public financing
W2510826209,2016,2016-2020,External financing
W7116599270,2016,2016-2020,Insurance/prepayment
W2510003349,2016,2016-2020,Performance-based financing
W2515812925,2016,2016-2020,Insurance/prepayment
W2516489230,2016,2016-2020,Insurance/prepayment
W2516489230,2016,2016-2020,Financial protection/OOP
W2511499588,2016,2016-2020,Insurance/prepayment
W2517668233,2016,2016-2020,Insurance/prepayment
W2526285318,2016,2016-2020,Insurance/prepayment
W2510826594,2016,2016-2020,Insurance/prepayment
W4232421491,2016,2016-2020,Insurance/prepayment
W7128364057,2016,2016-2020,Insurance/prepayment
W7128364057,2016,2016-2020,Financial protection/OOP
W7128376709,2016,2016-2020,Insurance/prepayment
W7128376709,2016,2016-2020,Financial protection/OOP
W2519013430,2016,2016-2020,Insurance/prepayment
W2523250547,2016,2016-2020,Insurance/prepayment
W2523250547,2016,2016-2020,Pooling
W2521338787,2016,2016-2020,Insurance/prepayment
W2597769987,2016,2016-2020,Insurance/prepayment
W1833028039,2016,2016-2020,Insurance/prepayment
W2527316544,2016,2016-2020,Insurance/prepayment
W2529661385,2016,2016-2020,Insurance/prepayment
W2608731741,2016,2016-2020,Insurance/prepayment
W2743455550,2016,2016-2020,Insurance/prepayment
W7116593278,2016,2016-2020,Insurance/prepayment
W2527943966,2016,2016-2020,Insurance/prepayment
W2527943966,2016,2016-2020,Financial protection/OOP
W2527943966,2016,2016-2020,User fees/cost sharing
W2528775703,2016,2016-2020,Insurance/prepayment
W2528775703,2016,2016-2020,User fees/cost sharing
W2528430532,2016,2016-2020,Financial protection/OOP
W2530009226,2016,2016-2020,Insurance/prepayment
W2724598942,2016,2016-2020,Insurance/prepayment
W2531745890,2016,2016-2020,Insurance/prepayment
W2531745890,2016,2016-2020,Financial protection/OOP
W2531745890,2016,2016-2020,User fees/cost sharing
W7209155440,2016,2016-2020,Insurance/prepayment
W2536600676,2016,2016-2020,User fees/cost sharing
W2533222366,2016,2016-2020,Financial protection/OOP
W2565481121,2016,2016-2020,Insurance/prepayment
W2540386007,2016,2016-2020,Insurance/prepayment
W2543264325,2016,2016-2020,Insurance/prepayment
W2543431069,2016,2016-2020,Insurance/prepayment
W2545581757,2016,2016-2020,Insurance/prepayment
W2547015391,2016,2016-2020,Insurance/prepayment
W2560469668,2016,2016-2020,Performance-based financing
W2916916436,2016,2016-2020,Performance-based financing
W2546981177,2016,2016-2020,Insurance/prepayment
W2546981177,2016,2016-2020,Financial protection/OOP
W2546600682,2016,2016-2020,Performance-based financing
W2549703245,2016,2016-2020,Insurance/prepayment
W2554628493,2016,2016-2020,Insurance/prepayment
W2554628493,2016,2016-2020,User fees/cost sharing
W2551591262,2016,2016-2020,Insurance/prepayment
W2556499396,2016,2016-2020,Insurance/prepayment
W2553993186,2016,2016-2020,Financial protection/OOP
W2551325642,2016,2016-2020,User fees/cost sharing
W2587588226,2016,2016-2020,Insurance/prepayment
W2587588226,2016,2016-2020,Financial protection/OOP
W2550464690,2016,2016-2020,Performance-based financing
W2558562296,2016,2016-2020,Insurance/prepayment
W2558562296,2016,2016-2020,Performance-based financing
W2560099763,2016,2016-2020,Insurance/prepayment
W2560099763,2016,2016-2020,Financial protection/OOP
W2560111223,2016,2016-2020,Insurance/prepayment
W2560671064,2016,2016-2020,User fees/cost sharing
W2568331873,2016,2016-2020,Financial protection/OOP
W2568331873,2016,2016-2020,Revenue/public financing
W3124491661,2016,2016-2020,Revenue/public financing
W2560166614,2016,2016-2020,Insurance/prepayment
W2561027321,2016,2016-2020,Financial protection/OOP
W2563207489,2016,2016-2020,Financial protection/OOP
W2591955934,2016,2016-2020,Insurance/prepayment
W2889793610,2016,2016-2020,Financial protection/OOP
W2561498224,2016,2016-2020,Insurance/prepayment
W2561759926,2017,2016-2020,Revenue/public financing
W2589968075,2017,2016-2020,Insurance/prepayment
W2593051949,2017,2016-2020,Financial protection/OOP
W2601147609,2017,2016-2020,Insurance/prepayment
W2605344441,2017,2016-2020,Insurance/prepayment
W2606497959,2017,2016-2020,Insurance/prepayment
W2607321409,2017,2016-2020,Insurance/prepayment
W2608221796,2017,2016-2020,Insurance/prepayment
W2609963187,2017,2016-2020,Revenue/public financing
W2611860875,2017,2016-2020,Insurance/prepayment
W2611908040,2017,2016-2020,Performance-based financing
W2613475274,2017,2016-2020,Insurance/prepayment
W2613475274,2017,2016-2020,Financial protection/OOP
W2613534620,2017,2016-2020,Insurance/prepayment
W2614520124,2017,2016-2020,Insurance/prepayment
W2615052556,2017,2016-2020,Insurance/prepayment
W2619036448,2017,2016-2020,Financial protection/OOP
W2619036448,2017,2016-2020,User fees/cost sharing
W2621392735,2017,2016-2020,Performance-based financing
W2624708287,2017,2016-2020,Performance-based financing
W2625418049,2017,2016-2020,Insurance/prepayment
W2633228266,2017,2016-2020,Financial protection/OOP
W2735162919,2017,2016-2020,Insurance/prepayment
W2735248694,2017,2016-2020,Insurance/prepayment
W2736252376,2017,2016-2020,Purchasing/provider payment
W2736252376,2017,2016-2020,Performance-based financing
W2739113619,2017,2016-2020,Financial protection/OOP
W2739185997,2017,2016-2020,Insurance/prepayment
W2740567218,2017,2016-2020,Insurance/prepayment
W2750776754,2017,2016-2020,Insurance/prepayment
W2752902565,2017,2016-2020,Insurance/prepayment
W2753254784,2017,2016-2020,Insurance/prepayment
W2754132282,2017,2016-2020,User fees/cost sharing
W2756359813,2017,2016-2020,Insurance/prepayment
W2763339524,2017,2016-2020,Insurance/prepayment
W2765481075,2017,2016-2020,Insurance/prepayment
W2766014025,2017,2016-2020,Insurance/prepayment
W2771304357,2017,2016-2020,Performance-based financing
W2772574040,2017,2016-2020,Insurance/prepayment
W2778069658,2017,2016-2020,Insurance/prepayment
W2778069658,2017,2016-2020,Financial protection/OOP
W2784753020,2017,2016-2020,Insurance/prepayment
W2801115097,2017,2016-2020,Insurance/prepayment
W2889386303,2017,2016-2020,Financial protection/OOP
W2890316301,2017,2016-2020,Insurance/prepayment
W2891025408,2017,2016-2020,Insurance/prepayment
W2891025408,2017,2016-2020,Willingness to pay
W2902162433,2017,2016-2020,Insurance/prepayment
W2902162433,2017,2016-2020,Financial protection/OOP
W2913810552,2017,2016-2020,Insurance/prepayment
W2913810552,2017,2016-2020,Financial protection/OOP
W2944829345,2017,2016-2020,Insurance/prepayment
W2950658418,2017,2016-2020,Insurance/prepayment
W2957825933,2017,2016-2020,Insurance/prepayment
W3000398837,2017,2016-2020,Insurance/prepayment
W3000398837,2017,2016-2020,Financial protection/OOP
W3196264445,2017,2016-2020,Insurance/prepayment
W3216902788,2017,2016-2020,Insurance/prepayment
W4239250375,2017,2016-2020,Insurance/prepayment
W4394742800,2017,2016-2020,Insurance/prepayment
W4394742800,2017,2016-2020,Financial protection/OOP
W7135376395,2017,2016-2020,Insurance/prepayment
W7135395170,2017,2016-2020,Insurance/prepayment
W7136034570,2017,2016-2020,Performance-based financing
W7136036203,2017,2016-2020,Insurance/prepayment
W7136036203,2017,2016-2020,User fees/cost sharing
W7136041439,2017,2016-2020,Performance-based financing
W7136044770,2017,2016-2020,Performance-based financing
W7136047973,2017,2016-2020,Insurance/prepayment
W7136048261,2017,2016-2020,Performance-based financing
W7136048620,2017,2016-2020,Performance-based financing
W7136048711,2017,2016-2020,Performance-based financing
W7136049278,2017,2016-2020,Financial protection/OOP
W7136050627,2017,2016-2020,Performance-based financing
W7136052555,2017,2016-2020,Performance-based financing
W7136054211,2017,2016-2020,Performance-based financing
W7136054828,2017,2016-2020,Performance-based financing
W7136064215,2017,2016-2020,Insurance/prepayment
W7136064342,2017,2016-2020,Insurance/prepayment
W7136064342,2017,2016-2020,User fees/cost sharing
W7136064904,2017,2016-2020,Performance-based financing
W7136066483,2017,2016-2020,Performance-based financing
W7136069662,2017,2016-2020,Financial protection/OOP
W7136077803,2017,2016-2020,Performance-based financing
W7136089594,2017,2016-2020,Performance-based financing
W7144154890,2017,2016-2020,Insurance/prepayment
W2594851752,2017,2016-2020,Insurance/prepayment
W2594851752,2017,2016-2020,Financial protection/OOP
W2576666497,2017,2016-2020,Insurance/prepayment
W2569146336,2017,2016-2020,Performance-based financing
W2589108807,2017,2016-2020,Insurance/prepayment
W2590740682,2017,2016-2020,Insurance/prepayment
W2594340297,2017,2016-2020,Insurance/prepayment
W2606439205,2017,2016-2020,Insurance/prepayment
W2620656503,2017,2016-2020,Insurance/prepayment
W2623205387,2017,2016-2020,Revenue/public financing
W2737518220,2017,2016-2020,Insurance/prepayment
W7115036009,2017,2016-2020,Revenue/public financing
W2575512411,2017,2016-2020,Insurance/prepayment
W2576809816,2017,2016-2020,Insurance/prepayment
W2576809816,2017,2016-2020,Financial protection/OOP
W2571560806,2017,2016-2020,Financial protection/OOP
W2336295655,2017,2016-2020,Insurance/prepayment
W2584890984,2017,2016-2020,Insurance/prepayment
W2580015894,2017,2016-2020,Insurance/prepayment
W2580242591,2017,2016-2020,Insurance/prepayment
W2580242591,2017,2016-2020,Financial protection/OOP
W2549625881,2017,2016-2020,Insurance/prepayment
W2581455737,2017,2016-2020,Financial protection/OOP
W2581455737,2017,2016-2020,Revenue/public financing
W2582358001,2017,2016-2020,Financial protection/OOP
W4232919638,2017,2016-2020,Insurance/prepayment
W2586978861,2017,2016-2020,Insurance/prepayment
W2585057317,2017,2016-2020,Performance-based financing
W2585592226,2017,2016-2020,Insurance/prepayment
W2585592226,2017,2016-2020,Financial protection/OOP
W2585785940,2017,2016-2020,Financial protection/OOP
W2587114702,2017,2016-2020,Financial protection/OOP
W2587739600,2017,2016-2020,Insurance/prepayment
W2598319394,2017,2016-2020,Insurance/prepayment
W2598319394,2017,2016-2020,Financial protection/OOP
W2771796474,2017,2016-2020,Insurance/prepayment
W2771796474,2017,2016-2020,Financial protection/OOP
W2771796474,2017,2016-2020,Pooling
W2587040090,2017,2016-2020,Financial protection/OOP
W2587723691,2017,2016-2020,Performance-based financing
W2593017794,2017,2016-2020,Insurance/prepayment
W2593017794,2017,2016-2020,Willingness to pay
W2588801820,2017,2016-2020,Performance-based financing
W2592480739,2017,2016-2020,Insurance/prepayment
W2588511645,2017,2016-2020,Insurance/prepayment
W2588511645,2017,2016-2020,Financial protection/OOP
W2589973700,2017,2016-2020,User fees/cost sharing
W2591003523,2017,2016-2020,Performance-based financing
W2589876326,2017,2016-2020,Insurance/prepayment
W2589876326,2017,2016-2020,Financial protection/OOP
W2589876326,2017,2016-2020,Willingness to pay
W2594909438,2017,2016-2020,Performance-based financing
W2604674125,2017,2016-2020,Insurance/prepayment
W2604674125,2017,2016-2020,Financial protection/OOP
W2745760071,2017,2016-2020,Insurance/prepayment
W3198445644,2017,2016-2020,Insurance/prepayment
W3125873391,2017,2016-2020,Performance-based financing
W2803986997,2017,2016-2020,Insurance/prepayment
W2596338535,2017,2016-2020,Performance-based financing
W2595517553,2017,2016-2020,Purchasing/provider payment
W2595517553,2017,2016-2020,Performance-based financing
W2606118915,2017,2016-2020,Insurance/prepayment
W2598744999,2017,2016-2020,Revenue/public financing
W2598082505,2017,2016-2020,Revenue/public financing
W2598082505,2017,2016-2020,External financing
W2602623443,2017,2016-2020,Financial protection/OOP
W2602623443,2017,2016-2020,Revenue/public financing
W2601005047,2017,2016-2020,Insurance/prepayment
W2601005047,2017,2016-2020,Financial protection/OOP
W2601794133,2017,2016-2020,Insurance/prepayment
W2725151974,2017,2016-2020,Insurance/prepayment
W4302594010,2017,2016-2020,Insurance/prepayment
W3200185690,2017,2016-2020,Insurance/prepayment
W4298338034,2017,2016-2020,Insurance/prepayment
W2606075880,2017,2016-2020,Insurance/prepayment
W2608780141,2017,2016-2020,Performance-based financing
W3045281639,2017,2016-2020,Revenue/public financing
W2605154842,2017,2016-2020,Financial protection/OOP
W2605154842,2017,2016-2020,Pooling
W2604132984,2017,2016-2020,Insurance/prepayment
W2604411311,2017,2016-2020,Insurance/prepayment
W2616192098,2017,2016-2020,Performance-based financing
W2605428344,2017,2016-2020,Financial protection/OOP
W2605428344,2017,2016-2020,Revenue/public financing
W2605428344,2017,2016-2020,External financing
W2607038984,2017,2016-2020,Financial protection/OOP
W2607038984,2017,2016-2020,Revenue/public financing
W2607038984,2017,2016-2020,External financing
W2606081124,2017,2016-2020,Financial protection/OOP
W2606081124,2017,2016-2020,Revenue/public financing
W2606081124,2017,2016-2020,External financing
W2606664208,2017,2016-2020,Insurance/prepayment
W2616977035,2017,2016-2020,Performance-based financing
W2609475251,2017,2016-2020,Insurance/prepayment
W2609475251,2017,2016-2020,Financial protection/OOP
W2607847662,2017,2016-2020,Insurance/prepayment
W3009923430,2017,2016-2020,Insurance/prepayment
W2610218673,2017,2016-2020,Financial protection/OOP
W2610218673,2017,2016-2020,Revenue/public financing
W2916077594,2017,2016-2020,Performance-based financing
W2612092231,2017,2016-2020,Insurance/prepayment
W2612727779,2017,2016-2020,Insurance/prepayment
W2613037625,2017,2016-2020,Insurance/prepayment
W2613037625,2017,2016-2020,User fees/cost sharing
W2611345347,2017,2016-2020,Insurance/prepayment
W2611345347,2017,2016-2020,Financial protection/OOP
W2618177743,2017,2016-2020,Financial protection/OOP
W2738833087,2017,2016-2020,Financial protection/OOP
W2738833087,2017,2016-2020,User fees/cost sharing
W2614279385,2017,2016-2020,Insurance/prepayment
W2667482853,2017,2016-2020,Insurance/prepayment
W2617238115,2017,2016-2020,Financial protection/OOP
W2618659287,2017,2016-2020,Insurance/prepayment
W2618659287,2017,2016-2020,Financial protection/OOP
W2617834844,2017,2016-2020,Financial protection/OOP
W2223015541,2017,2016-2020,Insurance/prepayment
W2562959475,2017,2016-2020,Insurance/prepayment
W2562959475,2017,2016-2020,Financial protection/OOP
W2562959475,2017,2016-2020,Willingness to pay
W2625911727,2017,2016-2020,Insurance/prepayment
W2888392489,2017,2016-2020,Insurance/prepayment
W2888392489,2017,2016-2020,Financial protection/OOP
W2992805467,2017,2016-2020,Insurance/prepayment
W2992805467,2017,2016-2020,Financial protection/OOP
W4302810322,2017,2016-2020,Insurance/prepayment
W4302810322,2017,2016-2020,Purchasing/provider payment
W4384881273,2017,2016-2020,Insurance/prepayment
W2621009304,2017,2016-2020,Financial protection/OOP
W2621009304,2017,2016-2020,Pooling
W2521603034,2017,2016-2020,Insurance/prepayment
W2521603034,2017,2016-2020,Financial protection/OOP
W2611637852,2017,2016-2020,Insurance/prepayment
W2611637852,2017,2016-2020,Financial protection/OOP
W2623124580,2017,2016-2020,Performance-based financing
W2619025101,2017,2016-2020,Insurance/prepayment
W2619025101,2017,2016-2020,Financial protection/OOP
W2694860238,2017,2016-2020,Insurance/prepayment
W2690203876,2017,2016-2020,Insurance/prepayment
W2622661755,2017,2016-2020,Insurance/prepayment
W2724739629,2017,2016-2020,Insurance/prepayment
W2951731023,2017,2016-2020,Financial protection/OOP
W3017493735,2017,2016-2020,User fees/cost sharing
W2735529749,2017,2016-2020,User fees/cost sharing
W2729517813,2017,2016-2020,Insurance/prepayment
W2731511931,2017,2016-2020,Revenue/public financing
W2731511931,2017,2016-2020,User fees/cost sharing
W2725164125,2017,2016-2020,Insurance/prepayment
W2729724181,2017,2016-2020,User fees/cost sharing
W2734528270,2017,2016-2020,Insurance/prepayment
W2735065805,2017,2016-2020,Insurance/prepayment
W2735888361,2017,2016-2020,Insurance/prepayment
W2735888361,2017,2016-2020,Financial protection/OOP
W2736151623,2017,2016-2020,Revenue/public financing
W2736151623,2017,2016-2020,External financing
W2737522270,2017,2016-2020,Purchasing/provider payment
W2740474871,2017,2016-2020,Performance-based financing
W2741077359,2017,2016-2020,Financial protection/OOP
W2742970456,2017,2016-2020,Insurance/prepayment
W3102853149,2017,2016-2020,Insurance/prepayment
W3102853149,2017,2016-2020,Willingness to pay
W2744409800,2017,2016-2020,Insurance/prepayment
W2743992781,2017,2016-2020,User fees/cost sharing
W2743992781,2017,2016-2020,Willingness to pay
W2744260351,2017,2016-2020,Insurance/prepayment
W2744260351,2017,2016-2020,User fees/cost sharing
W2765087592,2017,2016-2020,Performance-based financing
W2742575526,2017,2016-2020,Insurance/prepayment
W2742575526,2017,2016-2020,Purchasing/provider payment
W2750152956,2017,2016-2020,Insurance/prepayment
W2750152956,2017,2016-2020,Financial protection/OOP
W2750152956,2017,2016-2020,Willingness to pay
W2758217916,2017,2016-2020,Performance-based financing
W2736724982,2017,2016-2020,Financial protection/OOP
W2736724982,2017,2016-2020,Revenue/public financing
W2751343588,2017,2016-2020,Insurance/prepayment
W2751343588,2017,2016-2020,Willingness to pay
W2750969357,2017,2016-2020,Insurance/prepayment
W2750969357,2017,2016-2020,Willingness to pay
W2757599760,2017,2016-2020,Financial protection/OOP
W2795234188,2017,2016-2020,Revenue/public financing
W2751259005,2017,2016-2020,Performance-based financing
W2752690999,2017,2016-2020,Financial protection/OOP
W2752556434,2017,2016-2020,Financial protection/OOP
W2751639243,2017,2016-2020,Performance-based financing
W2754955793,2017,2016-2020,Financial protection/OOP
W2755046274,2017,2016-2020,Insurance/prepayment
W2126120445,2017,2016-2020,Insurance/prepayment
W2756449730,2017,2016-2020,Financial protection/OOP
W2759413229,2017,2016-2020,Performance-based financing
W2759696865,2017,2016-2020,Insurance/prepayment
W2765081836,2017,2016-2020,Performance-based financing
W2758803729,2017,2016-2020,Insurance/prepayment
W3129300496,2017,2016-2020,Insurance/prepayment
W2758254055,2017,2016-2020,Insurance/prepayment
W2757624671,2017,2016-2020,Insurance/prepayment
W2759280129,2017,2016-2020,Insurance/prepayment
W2767068830,2017,2016-2020,Financial protection/OOP
W2762386757,2017,2016-2020,Insurance/prepayment
W2952996237,2017,2016-2020,Insurance/prepayment
W2952996237,2017,2016-2020,User fees/cost sharing
W2766382315,2017,2016-2020,Insurance/prepayment
W2767023186,2017,2016-2020,Insurance/prepayment
W2767079954,2017,2016-2020,Insurance/prepayment
W2761401122,2017,2016-2020,Revenue/public financing
W2762488870,2017,2016-2020,Revenue/public financing
W2775704861,2017,2016-2020,Performance-based financing
W3121610914,2017,2016-2020,Insurance/prepayment
W2766048625,2017,2016-2020,Financial protection/OOP
W2766048625,2017,2016-2020,User fees/cost sharing
W2771380940,2017,2016-2020,Insurance/prepayment
W2766578172,2017,2016-2020,Insurance/prepayment
W2765173896,2017,2016-2020,Insurance/prepayment
W2765249305,2017,2016-2020,Performance-based financing
W2765577229,2017,2016-2020,Insurance/prepayment
W2770047670,2017,2016-2020,Performance-based financing
W2770518721,2017,2016-2020,Insurance/prepayment
W2765595380,2017,2016-2020,Insurance/prepayment
W2765740714,2017,2016-2020,Financial protection/OOP
W2798142707,2017,2016-2020,Financial protection/OOP
W2885223811,2017,2016-2020,Insurance/prepayment
W2765785439,2017,2016-2020,Insurance/prepayment
W2775825777,2017,2016-2020,Insurance/prepayment
W2782677493,2017,2016-2020,Insurance/prepayment
W2782677493,2017,2016-2020,Financial protection/OOP
W2782677493,2017,2016-2020,Pooling
W2902363325,2017,2016-2020,Insurance/prepayment
W2902363325,2017,2016-2020,Financial protection/OOP
W2770169553,2017,2016-2020,Insurance/prepayment
W2770169553,2017,2016-2020,Financial protection/OOP
W2769186987,2017,2016-2020,Insurance/prepayment
W2770086481,2017,2016-2020,Insurance/prepayment
W2770086481,2017,2016-2020,Financial protection/OOP
W2768131485,2017,2016-2020,Insurance/prepayment
W2768656513,2017,2016-2020,Insurance/prepayment
W2770096524,2017,2016-2020,Insurance/prepayment
W2770096524,2017,2016-2020,Financial protection/OOP
W2768653505,2017,2016-2020,Performance-based financing
W2768821600,2017,2016-2020,Insurance/prepayment
W2770706529,2017,2016-2020,Financial protection/OOP
W2780496980,2017,2016-2020,Financial protection/OOP
W2774714536,2017,2016-2020,Insurance/prepayment
W2774714536,2017,2016-2020,Pooling
W2779352005,2017,2016-2020,Financial protection/OOP
W2797351793,2017,2016-2020,Financial protection/OOP
W2771168715,2017,2016-2020,Insurance/prepayment
W2771168715,2017,2016-2020,Revenue/public financing
W2773930251,2017,2016-2020,Insurance/prepayment
W2773930251,2017,2016-2020,Purchasing/provider payment
W2771072182,2017,2016-2020,Insurance/prepayment
W2771072182,2017,2016-2020,Willingness to pay
W2773354292,2017,2016-2020,Insurance/prepayment
W2776579146,2017,2016-2020,Insurance/prepayment
W2774462176,2017,2016-2020,Insurance/prepayment
W2774462176,2017,2016-2020,Financial protection/OOP
W2594773259,2017,2016-2020,Insurance/prepayment
W3023615305,2017,2016-2020,Insurance/prepayment
W3023615305,2017,2016-2020,Financial protection/OOP
W2776106072,2017,2016-2020,Insurance/prepayment
W2776106072,2017,2016-2020,Financial protection/OOP
W2776002908,2017,2016-2020,User fees/cost sharing
W2779765605,2017,2016-2020,Insurance/prepayment
W2781689495,2017,2016-2020,Performance-based financing
W2782987071,2017,2016-2020,Performance-based financing
W2782129131,2017,2016-2020,Insurance/prepayment
W2338482348,2018,2016-2020,Insurance/prepayment
W2781723624,2018,2016-2020,User fees/cost sharing
W2782389958,2018,2016-2020,Performance-based financing
W2782578447,2018,2016-2020,Insurance/prepayment
W2786220370,2018,2016-2020,User fees/cost sharing
W2786412850,2018,2016-2020,Insurance/prepayment
W2786412850,2018,2016-2020,Financial protection/OOP
W2786497384,2018,2016-2020,Insurance/prepayment
W2786497384,2018,2016-2020,Financial protection/OOP
W2786497384,2018,2016-2020,Pooling
W2786765055,2018,2016-2020,Revenue/public financing
W2786984624,2018,2016-2020,Revenue/public financing
W2789783047,2018,2016-2020,Financial protection/OOP
W2790049676,2018,2016-2020,Insurance/prepayment
W2790049676,2018,2016-2020,Financial protection/OOP
W2790049676,2018,2016-2020,User fees/cost sharing
W2791796883,2018,2016-2020,Insurance/prepayment
W2792809942,2018,2016-2020,Financial protection/OOP
W2796822199,2018,2016-2020,Insurance/prepayment
W2799512877,2018,2016-2020,Insurance/prepayment
W2799512877,2018,2016-2020,Financial protection/OOP
W2800026610,2018,2016-2020,Insurance/prepayment
W2800631693,2018,2016-2020,Financial protection/OOP
W2800654492,2018,2016-2020,Financial protection/OOP
W2803041350,2018,2016-2020,Revenue/public financing
W2806559860,2018,2016-2020,Insurance/prepayment
W2806559860,2018,2016-2020,Financial protection/OOP
W2806559860,2018,2016-2020,Willingness to pay
W2814420259,2018,2016-2020,Insurance/prepayment
W2814420259,2018,2016-2020,Financial protection/OOP
W2873794843,2018,2016-2020,Insurance/prepayment
W2885597453,2018,2016-2020,Insurance/prepayment
W2886600856,2018,2016-2020,Insurance/prepayment
W2889350751,2018,2016-2020,Insurance/prepayment
W2889350751,2018,2016-2020,Financial protection/OOP
W2889857550,2018,2016-2020,Revenue/public financing
W2889857550,2018,2016-2020,External financing
W2890350372,2018,2016-2020,Insurance/prepayment
W2894834931,2018,2016-2020,Insurance/prepayment
W2894834931,2018,2016-2020,Pooling
W2895434880,2018,2016-2020,Insurance/prepayment
W2895434880,2018,2016-2020,Financial protection/OOP
W2897089066,2018,2016-2020,Insurance/prepayment
W2897450480,2018,2016-2020,Insurance/prepayment
W2901228496,2018,2016-2020,Insurance/prepayment
W2901446412,2018,2016-2020,Revenue/public financing
W2904394018,2018,2016-2020,Insurance/prepayment
W2914252414,2018,2016-2020,Insurance/prepayment
W2914595624,2018,2016-2020,Insurance/prepayment
W2914595624,2018,2016-2020,Financial protection/OOP
W2915867789,2018,2016-2020,Insurance/prepayment
W2915867789,2018,2016-2020,Financial protection/OOP
W2919150012,2018,2016-2020,Insurance/prepayment
W2922765297,2018,2016-2020,Insurance/prepayment
W2924957690,2018,2016-2020,Insurance/prepayment
W2935809295,2018,2016-2020,Insurance/prepayment
W2935809295,2018,2016-2020,Financial protection/OOP
W2936668263,2018,2016-2020,Insurance/prepayment
W2936668263,2018,2016-2020,Financial protection/OOP
W2936668263,2018,2016-2020,Willingness to pay
W2949478803,2018,2016-2020,Insurance/prepayment
W2949478803,2018,2016-2020,Financial protection/OOP
W2951297010,2018,2016-2020,Insurance/prepayment
W2951297010,2018,2016-2020,Financial protection/OOP
W2956639342,2018,2016-2020,Insurance/prepayment
W2960594010,2018,2016-2020,Insurance/prepayment
W2960594010,2018,2016-2020,Willingness to pay
W3031379865,2018,2016-2020,Revenue/public financing
W3044007174,2018,2016-2020,Insurance/prepayment
W3044007174,2018,2016-2020,Financial protection/OOP
W3124495674,2018,2016-2020,Insurance/prepayment
W3157699783,2018,2016-2020,Insurance/prepayment
W3157699783,2018,2016-2020,Willingness to pay
W3171899638,2018,2016-2020,Insurance/prepayment
W3174964368,2018,2016-2020,Insurance/prepayment
W3206024867,2018,2016-2020,Insurance/prepayment
W3206024867,2018,2016-2020,Willingness to pay
W4247432748,2018,2016-2020,Revenue/public financing
W2783134897,2018,2016-2020,Insurance/prepayment
W2783134897,2018,2016-2020,Financial protection/OOP
W2783170109,2018,2016-2020,User fees/cost sharing
W2782594514,2018,2016-2020,Performance-based financing
W850429234,2018,2016-2020,Insurance/prepayment
W850429234,2018,2016-2020,Financial protection/OOP
W850429234,2018,2016-2020,Revenue/public financing
W2782664530,2018,2016-2020,Insurance/prepayment
W2783439708,2018,2016-2020,Insurance/prepayment
W2783439708,2018,2016-2020,Financial protection/OOP
W2783439708,2018,2016-2020,Revenue/public financing
W2793146379,2018,2016-2020,Insurance/prepayment
W2785380028,2018,2016-2020,Insurance/prepayment
W2785380028,2018,2016-2020,Financial protection/OOP
W2785380028,2018,2016-2020,Purchasing/provider payment
W2980722554,2018,2016-2020,Insurance/prepayment
W2980722554,2018,2016-2020,Financial protection/OOP
W2980722554,2018,2016-2020,Purchasing/provider payment
W2786117346,2018,2016-2020,Insurance/prepayment
W2786117346,2018,2016-2020,Purchasing/provider payment
W2787359055,2018,2016-2020,Performance-based financing
W2787359055,2018,2016-2020,User fees/cost sharing
W2787082714,2018,2016-2020,Insurance/prepayment
W2787082714,2018,2016-2020,Financial protection/OOP
