reference_id,local_citations
W4296024375,2
W2045445867,2
W2990648940,2
W2248845092,2
W571992277,2
W2807708612,2
W2016901985,2
W2153575704,2
W2810366649,2
W2510157484,2
W2102985622,2
W2148203664,2
W2157527617,2
W1979445522,2
W2953343284,2
W4380630724,2
W3177515581,2
W2137980013,2
W993137336,2
W641822627,2
W4391399053,2
W4309656092,2
W2603627922,2
W2136880070,2
W3149527288,2
W2145467084,2
W3184058581,2
W2049126189,2
W1992448326,2
W2804685074,2
W1153784942,2
W2057247362,2
W4210686137,2
W2163808740,2
W2067339269,2
W3212934272,2
W2092843447,2
W2522057813,2
W2254071465,2
W1912190362,2
W2140282107,2
W2181628647,2
W1572925819,2
W2739206399,2
W2948146570,2
W1986455406,2
W1603683228,2
W3012082939,2
W1965451022,2
W3125307028,2
W3121916286,2
W2136004508,2
W1895366050,2
W2903180513,2
W1988544325,2
W231508919,2
W3007820775,2
W3125227899,2
W1488167797,2
W228102805,2
W794266379,2
W2192816303,2
W2095852244,2
W6606727714,2
W2206878987,2
W2027191520,2
W2891611804,2
W2038752655,2
W3200910457,2
W3092367313,2
W4236501601,2
W2252330847,2
W4310595607,2
W3121179960,2
W3093568024,2
W4401184673,2
W2484142886,2
W1482657367,2
W2070516890,2
W1972638181,2
W2050748046,2
W2406098320,2
W3214955731,2
W2751961514,2
W4312824481,2
W2140641036,2
W2024140722,2
W2142448812,2
W1990400511,2
W3010215048,2
W4411256693,2
W4385202034,2
W2014334708,2
W2076366017,2
W3062442779,2
W2162857663,2
W4210928722,2
W1502870815,2
W1980313530,2
W4205208574,2
W2190126395,2
W2904630748,2
W3125204700,2
W1507303822,2
W4393183061,2
W2120728521,2
W4251895224,2
W1948601317,2
W2089314759,2
W4281670632,2
W3093963609,2
W1905091926,2
W2152129467,2
W2052958899,2
W2339440011,2
W64021023,2
W4299725134,2
W2165513163,2
W3017479156,2
W4324121315,2
W1539265701,2
W2061983452,2
W1413158316,2
W56431634,2
W49119747,2
W825452959,2
W2809478382,2
W2109218384,2
W4234580964,2
W13307673,2
W2160771767,2
W4408418343,2
W3127431638,2
W2006468167,2
W4388941648,2
W2104864005,2
W2095593288,2
W3132176681,2
W1521578411,2
W2214467686,2
W565483261,2
W2039140748,2
W3009783074,2
W2105654771,2
W3122704328,2
W2147111138,2
W2050077818,2
W2950935509,2
W4394925729,2
W6800064942,2
W3047636637,2
W2054493279,2
W152117497,2
W2149534432,2
W2189895806,2
W2017903824,2
W2114652658,2
W4394894573,2
W2106680320,2
W2792844427,2
W2106192666,2
W196416690,2
W128159363,2
W2916239100,2
W4297374870,2
W2102467277,2
W2167145975,2
W2367707061,2
W86813019,2
W2802297000,2
W2150930540,2
W2913926256,2
W2346090877,2
W4235431033,2
W2899622790,2
W4362641042,2
W3131994400,2
W1939750063,2
W3126151838,2
W1499092785,2
W2616728057,2
W2107598690,2
W2899810690,2
W2071482515,2
W2157363721,2
W2142102268,2
W2799462148,2
W2766832994,2
W2246775594,2
W1586227748,2
W3095267810,2
W2750674138,2
W2140060916,2
W1548151898,2
W2753680723,2
W6682898433,2
W2911040325,2
W4223946004,2
W2051025485,2
W3179055423,2
W4291012183,2
W2099489752,2
W4318264116,2
W1551159424,2
W2132560806,2
W2182403964,2
W2117740169,2
W4414116849,2
W3031326207,2
W2587275352,2
W1997531054,2
W3091900497,2
W6729562200,2
W3195800576,2
W4386247143,2
W2124573299,2
W2013294005,2
W2044381665,2
W1991314487,2
W2042853072,2
W1566585837,2
W1969533020,2
W1519186780,2
W604972776,2
W2123941245,2
W6674716511,2
W3087200852,2
W4213382539,2
W2057880998,2
W2099368953,2
W2010726964,2
W3204219220,2
W3214806683,2
W616150945,2
W2147109252,2
W2316323202,2
W2102999566,2
W2614211678,2
W2126125759,2
W1605916864,2
W2625391277,2
W2271079400,2
W2262579753,2
W2088403194,2
W1998180656,2
W4280623434,2
W1847085011,2
W3022339544,2
W1783526783,2
W2154271732,2
W4406291435,2
W2105941417,2
W2705827425,2
W1967108202,2
W2089013788,2
W4283758677,2
W2072520690,2
W1992509113,2
W2338482348,2
W2119797181,2
W3121545875,2
W2039723981,2
W2162322205,2
W2519803942,2
W2794418354,2
W1529206929,2
W2768528869,2
W2007730949,2
W1906190121,2
W4220885941,2
W4385064596,2
W2593257964,2
W2951361015,2
W1542438415,2
W1990234486,2
W2160692068,2
W2042980916,2
W2901273331,2
W2007161795,2
W2905612448,2
W1522076571,2
W2560918130,2
W2062962096,2
W2942227490,2
W2107754042,2
W2973127237,2
W2755823394,2
W1999440225,2
W2977879436,2
W2092885974,2
W2766282377,2
W2966021555,2
W2139758269,2
W2797395669,2
W3023295042,2
W1992321891,2
W3122059187,2
W2809436012,2
W1988415449,2
W1515753611,2
W2171461566,2
W2023249086,2
W2113908365,2
W2915870137,2
W2977660260,2
W141144177,2
W6861390060,2
W2946274329,2
W2027654245,2
W2062972391,2
W1556578540,2
W2854171733,2
W2008813462,2
W1488260213,2
W2095225145,2
W2135969380,2
W2143299417,2
W2134843796,2
W1974287710,2
W2145667053,2
W2056267403,2
W2489398676,2
W2168113455,2
W2093859959,2
W3200365828,2
W2942668541,2
W2162180338,2
W3115857595,2
W2896055448,2
W3144127399,2
W1575609172,2
W2133804842,2
W3089415000,2
W4300549779,2
W2159784367,2
W4388657390,2
W2924190651,2
W1992746042,2
W2028825584,2
W2124602974,2
W2995792378,2
W3164699597,2
W2065108907,2
W2600563899,2
W2427714289,2
W2560820338,2
W2041215083,2
W2804092721,2
W2133661066,2
W3033484997,2
W2135839350,2
W2009148339,2
W4230247779,2
W2330591928,2
W174299725,2
W2096657471,2
W4322632169,2
W650932826,2
W2968809545,2
W1579761377,2
W2010693426,2
W2141572885,2
W1888562893,2
W3010548438,2
W83509755,2
W3116212669,2
W2081010578,2
W3002931849,2
W2724739629,2
W3046993953,2
W3096568011,2
W2955329833,2
W2580366914,2
W6717522025,2
W2761401122,2
W4396948573,2
W3084021766,2
W3121181411,2
W2137469604,2
W3212853458,2
W3123547180,2
W3164777365,2
W1571665123,2
W2035179461,2
W2152872181,2
W3123581252,2
W3137877241,2
W3003512913,2
W2337416663,2
W653505782,2
W2104592434,2
W2130801145,2
W2135065870,2
W2022963726,2
W1561018600,2
W2143117649,2
W2988719838,2
W2964022946,2
W3013402272,2
W2119880715,2
W2800618401,2
W2146448073,2
W1226830999,2
W1489931223,2
W1824158658,2
W2804182106,2
W3152225197,2
W3003668884,2
W3022366800,2
W2409776884,2
W3003917062,2
W1277002998,2
W2117172458,2
W2122148311,2
W575194416,2
W2143178932,2
W63063642,2
W2157800900,2
W4413278938,2
W4225537560,2
W2052706967,2
W2535733028,2
W2478097554,2
W1994318813,2
W4281669138,2
W2523250547,2
W2524215656,2
W2165558391,2
W2029254995,2
W2035839272,2
W2965691127,2
W2170688947,2
W3016316769,2
W2949498878,2
W1976155323,2
W1576411035,2
W1807565054,2
W4293255097,2
W6768093484,2
W3164183133,2
W2171109114,2
W2074973224,2
W4391017749,2
W2891643985,2
W2041216167,2
W1524101570,2
W2890906064,2
W2148385689,2
W4405611107,2
W1791587663,2
W2045245384,2
W212194588,2
W1604693166,2
W2909955226,2
W2105517048,2
W2528767277,2
W2020330042,2
W3027809168,2
W653861325,2
W4296483044,2
W3186926168,2
W3103948065,2
W1967320635,2
W2170768690,2
W2023315471,2
W2014153130,2
W2165265272,2
W2053637365,2
W2415227383,2
W2071834164,2
W1865162502,2
W1989377468,2
W1599254035,2
W2055452117,2
W4375849300,2
W4290016560,2
W3121640685,2
W1548559534,2
W1003236940,2
W3047927354,2
W2027746436,2
W3156004051,2
W2075459938,2
W2125667634,2
W1548852503,2
W4383878212,2
W1976574514,2
W3121351373,2
W1971310904,2
W6632751808,2
W3027034828,2
W2167978985,2
W3092470882,2
W2470474878,2
W2539736595,2
W2783284840,2
W1516034225,2
W6663327663,2
W2221034318,2
W2068782622,2
W2052070909,2
W2139799726,2
W2343469966,2
W2081705524,2
W2756289758,2
W1486175363,2
W3202027239,2
W236990305,2
W1906760759,2
W1527502148,2
W2147044102,2
W2022393535,2
W2982868862,2
W4229916373,2
W1854714272,2
W2615389307,2
W4205644942,2
W1549377366,2
W2545329255,2
W3126971296,2
W4239712024,2
W1981928578,2
W2009628971,2
W3165441439,2
W2054382524,2
W2998997205,2
W4397003804,2
W2145810626,2
W1972993920,2
W2794549094,2
W2055935118,2
W4200481238,2
W1978451972,2
W1972024973,2
W1977996373,2
W1812313585,2
W4399487788,2
W6609172769,2
W2094419105,2
W1989410120,2
W2966165317,2
W1567914851,2
W1720120119,2
W4281671158,2
W2086739523,2
W2046477362,2
W3136312839,2
W1969313322,2
W3093482914,2
W2015836837,2
W2148918652,2
W2112737593,2
W2890707452,2
W2164556138,2
W6740565469,2
W1564165327,2
W4390971822,2
W1578998113,2
W4220719391,2
W2123846510,2
W2130796303,2
W2150319295,2
W2081067997,2
W2121463508,2
W4399997650,2
W2137393251,2
W1557149435,2
W2136525652,2
W2920812254,2
W1966543292,2
W2164308320,2
W2991252441,2
W2145644832,2
W1971436010,2
W1639158518,2
W2126786816,2
W2561778775,2
W2282095176,2
W4407327870,2
W3124580128,2
W2119561943,2
W2132966882,2
W2112735219,2
W1680375743,2
W6692701150,2
W4403496244,2
W2128197459,2
W2158358215,2
W4225820088,2
W2146650208,2
W1992477190,2
W2012863782,2
W1578403709,2
W3123726782,2
W3161284792,2
W2069159687,2
W1552987203,2
W3170204790,2
W3036058432,2
W3169230421,2
W612396548,2
W1978593833,2
W2128530360,2
W2109361330,2
W2492255054,2
W2117235278,2
W2138444214,2
W2024834254,2
W2087727383,2
W2310544086,2
W4387303090,2
W2094118193,2
W2344142813,2
W4385186949,2
W2118247596,2
W2148749240,2
W3173905024,2
W1988237275,2
W2172073496,2
W2144825783,2
W2040635331,2
W16730992,2
W4248175462,2
W2048134321,2
W2007220885,2
W2528780001,2
W3162671375,2
W1973375340,2
W2155816820,2
W2061441826,2
W3134317294,2
W2085234352,2
W1953181449,2
W1663987958,2
W2934515702,2
W4299846046,2
W1991886225,2
W4410094130,2
W4367312541,2
W2046251591,2
W2611428747,2
W2162605901,2
W594421599,2
W3112385711,2
W2476872424,2
W3044308133,2
W2071206993,2
W2480326219,2
W1980500538,2
W2080621347,2
W4281633097,2
W1485296540,2
W1998134118,2
W2315089567,2
W2910518357,2
W3090265925,2
W584339413,2
W2107788920,2
W2596746663,2
W7005922941,2
W2052095338,2
W202212626,2
W3033352422,2
W622457801,2
W2336994817,2
W2138463569,2
W2889299967,2
W4281752171,2
W2012563062,2
W3165844531,2
W595792878,2
W4409312397,2
W2465544788,2
W6637843455,2
W2092882402,2
W2108378777,2
W1963735482,2
W2145452196,2
W4388951881,2
W6757877845,2
W2732146050,2
W4398782429,2
W2783603348,2
W2146683831,2
W3136129122,2
W2951312991,2
W2042890725,2
W3012479489,2
W2118338381,2
W3194724832,2
W2606293863,2
W2787300815,2
W2050595263,2
W4296234404,2
W2148971244,2
W3123479335,2
W2238012460,2
W2462778103,2
W1964573206,2
W1629369844,2
W2313563931,2
W2032328473,2
W2316963409,2
W1903990213,2
W2790402775,2
W1536726302,2
W4224256953,2
W2214070250,2
W2584934123,2
W2103614491,2
W2172076217,2
W2108781114,2
W2512948170,2
W2098775098,2
W1571110451,2
W2120306948,2
W2024307466,2
W4306165683,2
W2110957752,2
W2062618041,2
W4400343994,2
W3121819962,2
W1992938450,2
W2036509597,2
W2036146988,2
W4252684188,2
W2024448112,2
W4386054543,2
W4205857961,2
W3122380616,2
W2776449946,2
W2130425502,2
W2904797729,2
W3201224602,2
W3082128988,2
W2181296950,2
W4387578460,2
W2123513001,2
W2102111152,2
W1519837412,2
W3121604904,2
W2100037494,2
W1539610526,2
W2058343834,2
W4391360664,2
W2940781845,2
W2045678587,2
W2109881331,2
W2798300846,2
W2171643216,2
W2112688840,2
W2001322423,2
W2183595986,2
W2127273528,2
W2949110454,2
W2762732702,2
W4321374680,2
W1895148154,2
W2034714263,2
W2800864580,2
W2077416780,2
W2023779051,2
W2002719320,2
W2888268474,2
W2188256914,2
W2465961468,2
W2011687232,2
W1977976556,2
W2012303537,2
W1998681301,2
W2096542729,2
W3125890826,2
W1942605299,2
W2049512289,2
W2118208023,2
W1639814325,2
W2493216511,2
W1723129825,2
W2088952202,2
W4207015262,2
W3137454977,2
W2061758395,2
W2132902423,2
W1886305637,2
W1994822172,2
W2056583806,2
W2152355077,2
W2171473158,2
W120826251,2
W2891008225,2
W3122369157,2
W2156548573,2
W2607363957,2
W1005729685,2
W4385771584,2
W2065731411,2
W1563968597,2
W2092497536,2
W2954436589,2
W2132519755,2
W2786867906,2
W2549625881,2
W2148850895,2
W2081722069,2
W4308725142,2
W2110051608,2
W2320081292,2
W2114993263,2
W2971835661,2
W2146789564,2
W3172804035,2
W2161480464,2
W172415130,2
W2107945563,2
W3123533532,2
W2964748089,2
W2242784780,2
W1590654888,2
W2942662625,2
W2593067160,2
W3080541247,2
W4400906565,2
W1972043119,2
W2110836807,2
W2811166104,2
W2116788933,2
W2172151487,2
W2851334710,2
W2031614350,2
W2137882665,2
W2149352662,2
W2307222622,2
W2412334396,2
W2271916216,2
W2997697880,2
W1538960609,2
W2917383934,2
W2808354240,2
W2033816322,2
W2082934890,2
W6751849036,2
W1840988055,2
W1596119357,2
W2800782405,2
W28769912,2
W2089595400,2
W2059931868,2
W4231129467,2
W2039338918,2
W3004933993,2
W4221038548,2
W2007069767,2
W3183118049,2
W1585814636,2
W1992569044,2
W2100934630,2
W4249440929,2
W3123143221,2
W2036738181,2
W3186827495,2
W6715514939,2
W2162817958,2
W3122141878,2
W4312253457,2
W3016180748,2
W16227751,2
W2612969639,2
W2589698749,2
W2747957198,2
W2156329900,2
W3108201082,2
W2152103732,2
W2274001816,2
W2143974785,2
W6781474772,2
W3013575955,2
W2588618524,2
W4281709898,2
W2125435699,2
W2128203717,2
W607909196,2
W2626431587,2
W1481811728,2
W2265019250,2
W1985209894,2
W2042670990,2
W3132579715,2
W2088164479,2
W2079640982,2
W2395817925,2
W3201508810,2
W421905214,2
W3165412443,2
W2080420008,2
W3122091155,2
W2163175815,2
W4300640062,2
W2572431252,2
W17225845,2
W4288948576,2
W2067095948,2
W3121766324,2
W2159215267,2
W3152476009,2
W3090471627,2
W2050453477,2
W2071875955,2
W4231167410,2
W2911043949,2
W2094228609,2
W2060998185,2
W2782846061,2
W157937689,2
W2024689521,2
W2082083588,2
W3122907545,2
W4241004487,2
W4231407101,2
W1920522287,2
W2160505160,2
W2906048031,2
W4299425924,2
W2124870273,2
W2053338738,2
W2902461851,2
W1943509875,2
W2092572089,2
W2910457294,2
W2498489463,2
W3091880156,2
W1983984887,2
W1982272568,2
W2110800151,2
W2956124254,2
W3125580482,2
W2740162871,2
W2017582535,2
W2805491393,2
W3034311065,2
W2167131795,2
W2170372642,2
W2963857113,2
W2999925697,2
W4232923573,2
W2147574101,2
W2104321512,2
W4221080920,2
W6631651811,2
W3121866056,2
W1590140400,2
W2061338770,2
W4244009405,2
W2125581840,2
W2914548432,2
W4403510840,2
W2993900118,2
W2752292740,2
W2083949684,2
W162150178,2
W3013610458,2
W2140772298,2
W2979954049,2
W2031150246,2
W2884602161,2
W1969204385,2
W2046981817,2
W2137986468,2
W2087443635,2
W4214874317,2
W2051456573,2
W1807955556,2
W3173698628,2
W3032732025,2
W3125590775,2
W2076403127,2
W3123588275,2
W1977196497,2
W2586747580,2
W2121009272,2
W2796180820,2
W2598964254,2
W1999825204,2
W2103894497,2
W3163919601,2
W2109589799,2
W1971915862,2
W2010545422,2
W3121624262,2
W4407253938,2
W2085519191,2
W1997345144,2
W4234699705,2
W2782748575,2
W2962375874,2
W2239306219,2
W4230355289,2
W2112890531,2
W608669958,2
W3047151914,2
W1943315863,2
W2136473603,2
W2037596159,2
W2032644680,2
W2090250911,2
W2034004212,2
W3040485988,2
W2036007550,2
W2267489364,2
W1567801755,2
W3112115850,2
W2134160386,2
W1988224345,2
W2265730318,2
W3030321547,2
W2065234628,2
W2109887283,2
W2128247374,2
W2137166340,2
W1967642616,2
W2943790350,2
W2055929914,2
W4404252597,2
W3200854382,2
W2130845266,2
W2947972174,2
W2117833742,2
W2083624144,2
W1807368595,2
W2998551504,2
W2625213092,2
W2058254650,2
W2141498185,2
W1870767419,2
W1976984651,2
W4387501937,2
W1995239979,2
W1857896989,2
W1790010368,2
W658855744,2
W2097177814,2
W3125880253,2
W1496698723,2
W2515684719,2
W2017795959,2
W2012661449,2
W1975503357,2
W4245481865,2
W2063901568,2
W2240322131,2
W1761339196,2
W2141648516,2
W1494426754,2
W3121893604,2
W1511034491,2
W2965228590,2
W1972187715,2
W1966402084,2
W6629748811,2
W2131367102,2
W2339140266,2
W1507997793,2
W4226463531,2
W3172519646,2
W2040629032,2
W152865596,2
W2896657308,2
W2238300326,2
W1831334012,2
W169030396,2
W2249967226,2
W1513633297,2
W2759180423,2
W1523434803,2
W3128519529,2
W2187179007,2
W2097208537,2
W2055192033,2
W2283128317,2
W2169234294,2
W2185181759,2
W2115196548,2
W2146691185,2
W2165132266,2
W3125512578,2
W152682041,2
W9272057,2
W4407330321,2
W1584883328,2
W6601135685,2
W2335828727,2
W2161252826,2
W4320507717,2
W2013841743,2
W3177906212,2
W4292622748,2
W2742125820,2
W2042181869,2
W2167470445,2
W2981619855,2
W2165052987,2
W2056017824,2
W2886724901,2
W2090529070,2
W3186927946,2
W3162894217,2
W2508944233,2
W4284972201,2
W2084652976,2
W2077402984,2
W3086908477,2
W1517347026,2
W3099808323,2
W2073259524,2
W2166941543,2
W6694123353,2
W170984614,2
W2153494378,2
W1984826779,2
W2809645114,2
W6676235897,2
W2025890474,2
W105517585,2
W2224984352,2
W2731560476,2
W2167723865,2
W2155766766,2
W2774011550,2
W2904951663,2
W1973849055,2
W6606411742,2
W6850402122,2
W1699235277,2
W4211104669,2
W2900244191,2
W1582447064,2
W2048751355,2
W2082971506,2
W3043978828,2
W2099869131,2
W2613499250,2
W2112369436,2
W2160888326,2
W2982531774,2
W6759906333,2
W6669492850,2
W2945325802,2
W2769079655,2
W2042892989,2
W3121325984,2
W6677096361,2
W1599479400,2
W2460117687,2
W1501680605,2
W2962804350,2
W1604874383,2
W3122794693,2
W2025782661,2
W2146637767,2
W3175048990,2
W2128573775,2
W2089778468,2
W4296962527,2
W2903694178,2
W2019567853,2
W2134978128,2
W2335581950,2
W2323602348,2
W2055177434,2
W3139654415,2
W1486068798,2
W2810497516,2
W2124688991,2
W4327518840,2
W3087991657,2
W187906300,2
W4210540793,2
W3137121702,2
W3042344461,2
W2416643444,2
W305004249,2
W2134196438,2
W95590486,2
W2023634476,2
W2109942555,2
W2793175985,2
W3165825846,2
W2779765605,2
W621251951,2
W2972586607,2
W2029213126,2
W2136410303,2
W2070961822,2
W2895792653,2
W3024500833,2
W2158960516,2
W2130422838,2
W1524511561,2
W4234064322,2
W4411631928,2
W3027157358,2
W1464028320,2
W3092870727,2
W596806376,2
W2043705607,2
W1981366171,2
W2028873410,2
W2157411708,2
W1596366008,2
W3034592329,2
W1496242121,2
W2891177235,2
W2157823046,2
W620749124,2
W2103341815,2
W2061007674,2
W607504344,2
W6982175011,2
W2017813479,2
W2401773418,2
W3208147388,2
W2903159403,2
W2049667592,2
W2257814140,2
W2792363172,2
W1479878154,2
W156781394,2
W4388737836,2
W2102406127,2
W2909956809,2
W2004839655,2
W2561195546,2
W2804114315,2
W2219585828,2
W2090425797,2
W2283221837,2
W3207651758,2
W2957582652,2
W2983866971,2
W619729142,2
W3158472996,2
W1996218267,2
W777836119,2
W108399660,2
W1967274095,2
W2097500478,2
W2772718524,2
W2164777277,2
W2921749671,2
W3133936376,2
W6996281411,2
W4231077521,2
W2034712399,2
W6630026615,2
W2078888580,2
W2045523405,2
W1980058591,2
W2583968170,2
W6650136316,2
W3153440756,2
W6606463630,2
W2767240000,2
W6831863790,2
W2018563567,2
W1714546497,2
W2035246504,2
W4410852299,2
W2978635195,2
W2106813235,2
W1981989535,2
W2175388657,2
W3122032365,2
W2136786020,2
W2326082135,2
W3152947643,2
W3124341479,2
W2911609679,2
W2145826500,2
W2058591385,2
W2056683682,2
W2053183770,2
W2000445173,2
W2396989677,2
W4230034029,2
W1865339649,2
W1996146322,2
W159884773,2
W2015901745,2
W4409704927,2
W2765165796,2
W2110884710,2
W2060228631,2
W6602920949,2
W4409327104,2
W2071464654,2
W4237044909,2
W3143512004,2
W2098138592,2
W2002884515,2
W2395058484,2
W247899868,2
W2141846678,2
W1972575368,2
W2728934060,2
W2288109728,2
W4254065653,2
W2076896921,2
W6638809985,2
W1764207560,2
W4205641472,2
W2042335601,2
W2088366810,2
W6676330527,2
W2731173012,2
W2008428569,2
W644543691,2
W1967442942,2
W1508570676,2
W2000283085,2
W2124265065,2
W2335551212,2
W2157455622,2
W2149041073,2
W3197857318,2
W2035435373,2
W1998548864,2
W2946857390,2
W2163379269,2
W2239486811,2
W7010040495,2
W2781828738,2
W2102928782,2
W2122276692,2
W1980355426,2
W2563326223,2
W2039633491,2
W12472869,2
W4212797892,2
W4244155226,2
W2121493622,2
W2168247567,2
W2169985505,2
W3122055490,2
W6723567171,2
W4254164831,2
W2124798704,2
W2943577894,2
W3015691161,2
W3203371338,2
W2807632479,2
W2118460281,2
W2109111777,2
W4321266941,2
W2148405689,2
W4391448979,2
W3166194996,2
W2035641521,2
W622093995,2
W2316439516,2
W2147627085,2
W1513994094,2
W2134430829,2
W2049283114,2
W1778972032,2
W2106312197,2
W1572415251,2
W2128851100,2
W1980795160,2
W2166208603,2
W85922691,2
W155190195,2
W4237834406,2
W1986066325,2
W4393952169,2
W1645813170,2
W2787288734,2
W2149533068,2
W2575065700,2
W2308045035,2
W2155737372,2
W4243838916,2
W3128221953,2
W3008216786,2
W4385476962,2
W2094077008,2
W2137554748,2
W196563693,2
W4405940201,2
W2046499926,2
W6684164009,2
W2150607144,2
W2657013669,2
W1969868159,2
W2942351781,2
W1990380209,2
W3043365850,2
W2184977030,2
W1976598038,2
W2057266151,2
W2119362097,2
W2138647353,2
W3028400873,2
W2108259145,2
W26859393,2
W2773945611,2
W2032457235,2
W3134217841,2
W2042005398,2
W1777587551,2
W1974014770,2
W4405016483,2
W2024381704,2
W1996268161,2
W2567512486,2
W3194670500,2
W2984337514,2
W1927208212,2
W2796776931,2
W4401337549,2
W2106399462,2
W2754125910,2
W2883395325,2
W3185246561,2
W2072728060,2
W1521622509,2
W2972361841,2
W2560664999,2
W2099284564,2
W1704779843,2
W1594665414,2
W116602455,2
W4390547737,2
W2619618992,2
W2094103337,2
W3193704506,2
W2102963433,2
W2033727060,2
W1994657580,2
W2062228999,2
W4313465978,2
W1998694148,2
W3043654491,1
W1995286299,1
W2755337532,1
W2320329301,1
W2044612270,1
W2272611784,1
W2078607175,1
W2158686141,1
W3202692406,1
W3020720269,1
W3044595037,1
W3133823842,1
W4200187978,1
W3036302853,1
W3036757697,1
W2088880298,1
W2490996775,1
W2135119343,1
W4230507363,1
W3033503585,1
W4240347915,1
W2044657130,1
W2108964137,1
W2318176222,1
W364707967,1
W3038439519,1
W2035463104,1
W1938457336,1
W2763606073,1
W3165656738,1
W4206118465,1
W3036444295,1
W2156320019,1
W3109887947,1
W2128768380,1
W1604810368,1
W2346207770,1
W2802480109,1
W2753813400,1
W3134965929,1
W3025090279,1
W2608146100,1
W3086840371,1
W2054276704,1
W1975165355,1
W1989092881,1
W3008874180,1
W6747696132,1
W2947977315,1
W3125976894,1
W2010415855,1
W3119502440,1
W2802149336,1
W2146172573,1
W2976478568,1
W2787044026,1
W1910906908,1
W2760962259,1
W2577043885,1
W2165631885,1
W2307453502,1
W3108388821,1
W1487373702,1
W2316231265,1
W2944150721,1
W3127911265,1
W2946937192,1
W4210812088,1
W6771330868,1
W4224442839,1
W2102429071,1
W2979755533,1
W3016697724,1
W2587107828,1
W2119681300,1
W3047459457,1
W2213668027,1
W3125904850,1
W2030444458,1
W2171791726,1
W2789577545,1
W1972213270,1
W2104893223,1
W2133371541,1
W2996483634,1
W2775770600,1
W2561602126,1
W4318305288,1
W4226083876,1
W3083183911,1
W4234690854,1
W2146981192,1
W2245143410,1
W2182087249,1
W2787919713,1
W4366323409,1
W2157585847,1
W3036791764,1
W1986624594,1
W4205119487,1
W3007805683,1
W1668684056,1
W2012985342,1
W2323902846,1
W2075913919,1
W1551214251,1
W2113626142,1
W2146393952,1
W3092461617,1
W4303980994,1
W2476316691,1
W4380871652,1
W3094167898,1
W3124619034,1
W2019689118,1
W4206095740,1
W1807667952,1
W2079745403,1
W3021056079,1
W3010536860,1
W3038145268,1
W1718198712,1
W4312914037,1
W195518701,1
W4251973470,1
W4239684434,1
W2914711619,1
W3124402109,1
W2590187516,1
W4210700827,1
W2482931780,1
W3031378361,1
W2337377794,1
W3120581533,1
W1999138303,1
W2996604343,1
W2953337352,1
W1922216263,1
W3023668533,1
W947581080,1
W4280503384,1
W2787079306,1
W3023787531,1
W1973998419,1
W2592166393,1
W2588585220,1
W3006472059,1
W4200324247,1
W2583806399,1
W3204224463,1
W2565445520,1
W4229019747,1
W3005995896,1
W7074071980,1
W6680974294,1
W3035145793,1
W2920974623,1
W3110791726,1
W2036213336,1
W7044314579,1
W3134926898,1
W3031068760,1
W2016650744,1
W2594700893,1
W2059213906,1
W2298163877,1
W3026864885,1
W2843679245,1
W6606382663,1
W3124345735,1
W2894099695,1
W2310476556,1
W2790558778,1
W7061425965,1
W2954876795,1
W2052245613,1
W2783514098,1
W2437865932,1
W2061141632,1
W2953789298,1
W2982501448,1
W2810030286,1
W2002474920,1
W2049120905,1
W2788323552,1
W2057631920,1
W3122332889,1
W2133252617,1
W7132828643,1
W3175144512,1
W2141644671,1
W2041575901,1
W3190361521,1
W2111103227,1
W2761242421,1
W3124794263,1
W3123893780,1
W6678868527,1
W2480110330,1
W2067366473,1
W2499835566,1
W2994455443,1
W2086198715,1
W2558087334,1
W2758580147,1
W2170784103,1
W2765166487,1
W4214879656,1
W3121618069,1
W3123821347,1
W3121911426,1
W2056148365,1
W2808024949,1
W1875357544,1
W400080011,1
W2343076937,1
W2128045490,1
W2128657658,1
W2060253645,1
W3037139363,1
W4246473208,1
W2596432470,1
W2804527861,1
W2041958585,1
W3173470789,1
W2046456726,1
W2973424108,1
W2902675515,1
W2791754573,1
W2143443548,1
W3136775753,1
W3033028222,1
W1978318446,1
W2941215585,1
W2548919045,1
W2178393306,1
W2966680242,1
W4205441445,1
W2314369154,1
W3094099834,1
W3013573169,1
W2613319504,1
W4289262064,1
W3079113550,1
W2796257797,1
W3130802557,1
W3082575270,1
W4285257371,1
W3068901234,1
W2994473715,1
W3035962087,1
W4308425509,1
W2984919370,1
W3135115065,1
W2763187924,1
W2897019829,1
W4384501730,1
W4210314680,1
W3115227008,1
W4375956009,1
W2149818818,1
W2063333758,1
W1905885339,1
W2084606411,1
W2887089740,1
W3164665662,1
W3001945795,1
W2131347298,1
W2793839645,1
W4291152077,1
W4220783704,1
W2784313224,1
W3006578619,1
W2182772284,1
W2915261027,1
W2265121942,1
W7073954314,1
W4206954983,1
W2945904547,1
W2952384247,1
W4282937375,1
W2995031143,1
W4280641026,1
W2015614089,1
W2773859478,1
W1984980526,1
W4212941548,1
W2801725374,1
W3080679204,1
W2908170239,1
W2158527531,1
W3009994579,1
W3193711706,1
W4214563805,1
W2101616981,1
W3097633065,1
W2918548227,1
W2991072830,1
W2070792094,1
W3168581923,1
W1977722167,1
W3108538169,1
W4247794094,1
W3149934668,1
W3005267658,1
W2096713361,1
W3170745413,1
W2028641464,1
W3123357468,1
W3101738047,1
W2796865856,1
W1973368209,1
W2969435772,1
W3157197274,1
W4253650470,1
W4289550671,1
W2906527124,1
W2782641177,1
